Tick,BehaviourType,FuelToBuy,Price,TotalRequests,TicksToFuel,TravelDiff,PriceIntolerance
2000,0,56,,,,24,0.902254342636887
2000,3,,0.4326547682301618,0,22,,
2000,2,,0.9884261242601394,0,16,,
2000,0,,,35.0,7,100,1.1114203298756475
2000,2,,0.46722465344336084,0,21,,
2000,1,89,,,,14,1.0352348644071823
2000,3,,1.9405121826317542,0,38,,
2000,0,146,,,,23,1.0064720430432734
2000,1,,,.0,7,49,1.0934946431931787
2000,2,,3.557664292745327,0,16,,
2000,1,139,,,,18,0.739310669761738
2000,3,,0.92773354140339,0,22,,
2000,0,,,20.0,7,51,1.2319134003222896
2000,3,,3.784798397526366,0,33,,
2000,2,,1.8609202223792178,0,53,,
2000,1,57,,,,1,1.1694553977701883
2000,3,,2.336222244164259,0,33,,
2000,0,73,,,,41,0.8641664760832563
2000,2,,0.5628076070966914,0,48,,
2500,1,119,,,,19,1.1227195798095708
2500,0,56,,,,24,0.902254342636887
2500,3,,0.4326547682301618,0,22,,
2500,2,,0.9884261242601394,0,16,,
2500,0,,,35.0,7,100,1.1114203298756475
2500,2,,0.46722465344336084,0,21,,
2500,1,89,,,,14,1.0352348644071823
2500,3,,1.9405121826317542,0,38,,
2500,0,146,,,,23,1.0064720430432734
2500,1,,,.0,7,49,1.0934946431931787
2500,2,,3.557664292745327,0,16,,
2500,1,139,,,,18,0.739310669761738
2500,3,,0.92773354140339,0,22,,
2500,0,,,20.0,7,51,1.2319134003222896
2500,3,,3.784798397526366,0,33,,
2500,2,,1.8609202223792178,0,53,,
2500,1,57,,,,1,1.1694553977701883
2500,3,,2.336222244164259,0,33,,
2500,0,73,,,,41,0.8641664760832563
2500,2,,0.5628076070966914,0,48,,
3000,1,119,,,,19,1.1227195798095708
3000,0,56,,,,24,0.902254342636887
3000,3,,0.4326547682301618,0,22,,
3000,2,,0.9884261242601394,0,16,,
3000,0,,,35.0,7,100,1.1114203298756475
3000,2,,0.46722465344336084,0,21,,
3000,1,89,,,,14,1.0352348644071823
3000,3,,1.9405121826317542,0,38,,
3000,0,146,,,,23,1.0064720430432734
3000,1,,,.0,7,49,1.0934946431931787
3000,2,,3.557664292745327,0,16,,
3000,1,139,,,,18,0.739310669761738
3000,3,,0.92773354140339,0,22,,
3000,0,,,20.0,7,51,1.2319134003222896
3000,3,,3.784798397526366,0,33,,
3000,2,,1.8609202223792178,0,53,,
3000,1,57,,,,1,1.1694553977701883
3000,3,,2.336222244164259,0,33,,
3000,0,73,,,,41,0.8641664760832563
3000,2,,0.5628076070966914,0,48,,
3500,1,119,,,,19,1.1227195798095708
3500,0,56,,,,24,0.902254342636887
3500,3,,0.4326547682301618,0,22,,
3500,2,,0.9884261242601394,0,16,,
3500,0,,,35.0,7,100,1.1114203298756475
3500,2,,0.46722465344336084,0,21,,
3500,1,89,,,,14,1.0352348644071823
3500,3,,1.9405121826317542,0,38,,
3500,0,146,,,,23,1.0064720430432734
3500,1,,,.0,7,49,1.0934946431931787
3500,2,,3.557664292745327,0,16,,
3500,1,139,,,,18,0.739310669761738
3500,3,,0.92773354140339,0,22,,
3500,0,,,20.0,7,51,1.2319134003222896
3500,3,,3.784798397526366,0,33,,
3500,2,,1.8609202223792178,0,53,,
3500,1,57,,,,1,1.1694553977701883
3500,3,,2.336222244164259,0,33,,
3500,0,73,,,,41,0.8641664760832563
3500,2,,0.5628076070966914,0,48,,
4000,1,119,,,,19,1.1227195798095708
4000,0,56,,,,24,0.902254342636887
4000,3,,0.4326547682301618,0,22,,
4000,2,,0.9884261242601394,0,16,,
4000,0,,,35.0,7,100,1.1114203298756475
4000,2,,0.46722465344336084,0,21,,
4000,1,89,,,,14,1.0352348644071823
4000,3,,1.9405121826317542,0,38,,
4000,0,146,,,,23,1.0064720430432734
4000,1,,,.0,7,49,1.0934946431931787
4000,2,,3.557664292745327,0,16,,
4000,1,139,,,,18,0.739310669761738
4000,3,,0.92773354140339,0,22,,
4000,0,,,20.0,7,51,1.2319134003222896
4000,3,,3.784798397526366,0,33,,
4000,2,,1.8609202223792178,0,53,,
4000,1,57,,,,1,1.1694553977701883
4000,3,,2.336222244164259,0,33,,
4000,0,73,,,,41,0.8641664760832563
4000,2,,0.5628076070966914,0,48,,
4500,1,119,,,,19,1.1227195798095708
4500,0,56,,,,24,0.902254342636887
4500,3,,0.4326547682301618,0,22,,
4500,2,,0.9884261242601394,0,16,,
4500,0,,,35.0,7,100,1.1114203298756475
4500,2,,0.46722465344336084,0,21,,
4500,1,89,,,,14,1.0352348644071823
4500,3,,1.9405121826317542,0,38,,
4500,0,146,,,,23,1.0064720430432734
4500,1,,,.0,7,49,1.0934946431931787
4500,2,,3.557664292745327,0,16,,
4500,1,139,,,,18,0.739310669761738
4500,3,,0.92773354140339,0,22,,
4500,0,,,20.0,7,51,1.2319134003222896
4500,3,,3.784798397526366,0,33,,
4500,2,,1.8609202223792178,0,53,,
4500,1,57,,,,1,1.1694553977701883
4500,3,,2.336222244164259,0,33,,
4500,0,73,,,,41,0.8641664760832563
4500,2,,0.5628076070966914,0,48,,
5000,1,119,,,,19,1.1227195798095708
5000,0,56,,,,24,0.902254342636887
5000,3,,0.4326547682301618,0,22,,
5000,2,,0.9884261242601394,0,16,,
5000,0,,,35.0,7,100,1.1114203298756475
5000,2,,0.46722465344336084,0,21,,
5000,1,89,,,,14,1.0352348644071823
5000,3,,1.9405121826317542,0,38,,
5000,0,146,,,,23,1.0064720430432734
5000,1,,,.0,7,49,1.0934946431931787
5000,2,,3.557664292745327,0,16,,
5000,1,139,,,,18,0.739310669761738
5000,3,,0.92773354140339,0,22,,
5000,0,,,20.0,7,51,1.2319134003222896
5000,3,,3.784798397526366,0,33,,
5000,2,,1.8609202223792178,0,53,,
5000,1,57,,,,1,1.1694553977701883
5000,3,,2.336222244164259,0,33,,
5000,0,73,,,,41,0.8641664760832563
5000,2,,0.5628076070966914,0,48,,
5500,1,119,,,,19,1.1227195798095708
5500,0,56,,,,24,0.902254342636887
5500,3,,0.4326547682301618,0,22,,
5500,2,,0.9884261242601394,0,16,,
5500,0,,,35.0,7,100,1.1114203298756475
5500,2,,0.46722465344336084,0,21,,
5500,1,89,,,,14,1.0352348644071823
5500,3,,1.9405121826317542,0,38,,
5500,0,146,,,,23,1.0064720430432734
5500,1,,,.0,7,49,1.0934946431931787
5500,2,,3.557664292745327,0,16,,
5500,1,139,,,,18,0.739310669761738
5500,3,,0.92773354140339,0,22,,
5500,0,,,20.0,7,51,1.2319134003222896
5500,3,,3.784798397526366,0,33,,
5500,2,,1.8609202223792178,0,53,,
5500,1,57,,,,1,1.1694553977701883
5500,3,,2.336222244164259,0,33,,
5500,0,73,,,,41,0.8641664760832563
5500,2,,0.5628076070966914,0,48,,
6000,1,119,,,,19,1.1227195798095708
6000,0,56,,,,24,0.902254342636887
6000,3,,0.4326547682301618,0,22,,
6000,2,,0.9884261242601394,0,16,,
6000,0,,,35.0,7,100,1.1114203298756475
6000,2,,0.46722465344336084,0,21,,
6000,1,89,,,,14,1.0352348644071823
6000,3,,1.9405121826317542,0,38,,
6000,0,146,,,,23,1.0064720430432734
6000,1,,,.0,7,49,1.0934946431931787
6000,2,,3.557664292745327,0,16,,
6000,1,139,,,,18,0.739310669761738
6000,3,,0.92773354140339,0,22,,
6000,0,,,20.0,7,51,1.2319134003222896
6000,3,,3.784798397526366,0,33,,
6000,2,,1.8609202223792178,0,53,,
6000,1,57,,,,1,1.1694553977701883
6000,3,,2.336222244164259,0,33,,
6000,0,73,,,,41,0.8641664760832563
6000,2,,0.5628076070966914,0,48,,
6500,1,119,,,,19,1.1227195798095708
6500,0,56,,,,24,0.902254342636887
6500,3,,0.4326547682301618,0,22,,
6500,2,,0.9884261242601394,0,16,,
6500,0,,,35.0,7,100,1.1114203298756475
6500,2,,0.46722465344336084,0,21,,
6500,1,89,,,,14,1.0352348644071823
6500,3,,1.9405121826317542,0,38,,
6500,0,146,,,,23,1.0064720430432734
6500,1,,,.0,7,49,1.0934946431931787
6500,2,,3.557664292745327,0,16,,
6500,1,139,,,,18,0.739310669761738
6500,3,,0.92773354140339,0,22,,
6500,0,,,20.0,7,51,1.2319134003222896
6500,3,,3.784798397526366,0,33,,
6500,2,,1.8609202223792178,0,53,,
6500,1,57,,,,1,1.1694553977701883
6500,3,,2.336222244164259,0,33,,
6500,0,73,,,,41,0.8641664760832563
6500,2,,0.5628076070966914,0,48,,
7000,1,119,,,,19,1.1227195798095708
7000,0,56,,,,24,0.902254342636887
7000,3,,0.4326547682301618,0,22,,
7000,2,,0.9884261242601394,0,16,,
7000,0,,,35.0,7,100,1.1114203298756475
7000,2,,0.46722465344336084,0,21,,
7000,1,89,,,,14,1.0352348644071823
7000,3,,1.9405121826317542,0,38,,
7000,0,146,,,,23,1.0064720430432734
7000,1,,,.0,7,49,1.0934946431931787
7000,2,,3.557664292745327,0,16,,
7000,1,139,,,,18,0.739310669761738
7000,3,,0.92773354140339,0,22,,
7000,0,,,20.0,7,51,1.2319134003222896
7000,3,,3.784798397526366,0,33,,
7000,2,,1.8609202223792178,0,53,,
7000,1,57,,,,1,1.1694553977701883
7000,3,,2.336222244164259,0,33,,
7000,0,73,,,,41,0.8641664760832563
7000,2,,0.5628076070966914,0,48,,
7500,1,119,,,,19,1.1227195798095708
7500,0,56,,,,24,0.902254342636887
7500,3,,0.4326547682301618,0,22,,
7500,2,,0.9884261242601394,0,16,,
7500,0,,,35.0,7,100,1.1114203298756475
7500,2,,0.46722465344336084,0,21,,
7500,1,89,,,,14,1.0352348644071823
7500,3,,1.9405121826317542,0,38,,
7500,0,146,,,,23,1.0064720430432734
7500,1,,,.0,7,49,1.0934946431931787
7500,2,,3.557664292745327,0,16,,
7500,1,139,,,,18,0.739310669761738
7500,3,,0.92773354140339,0,22,,
7500,0,,,20.0,7,51,1.2319134003222896
7500,3,,3.784798397526366,0,33,,
7500,2,,1.8609202223792178,0,53,,
7500,1,57,,,,1,1.1694553977701883
7500,3,,2.336222244164259,0,33,,
7500,0,73,,,,41,0.8641664760832563
7500,2,,0.5628076070966914,0,48,,
8000,1,119,,,,19,1.1227195798095708
8000,0,56,,,,24,0.902254342636887
8000,3,,0.4326547682301618,0,22,,
8000,2,,0.9884261242601394,0,16,,
8000,0,,,35.0,7,100,1.1114203298756475
8000,2,,0.46722465344336084,0,21,,
8000,1,89,,,,14,1.0352348644071823
8000,3,,1.9405121826317542,0,38,,
8000,0,146,,,,23,1.0064720430432734
8000,1,,,.0,7,49,1.0934946431931787
8000,2,,3.557664292745327,0,16,,
8000,1,139,,,,18,0.739310669761738
8000,3,,0.92773354140339,0,22,,
8000,0,,,20.0,7,51,1.2319134003222896
8000,3,,3.784798397526366,0,33,,
8000,2,,1.8609202223792178,0,53,,
8000,1,57,,,,1,1.1694553977701883
8000,3,,2.336222244164259,0,33,,
8000,0,73,,,,41,0.8641664760832563
8000,2,,0.5628076070966914,0,48,,
8500,1,119,,,,19,1.1227195798095708
8500,0,56,,,,24,0.902254342636887
8500,3,,0.4326547682301618,0,22,,
8500,2,,0.9884261242601394,0,16,,
8500,0,,,35.0,7,100,1.1114203298756475
8500,2,,0.46722465344336084,0,21,,
8500,1,89,,,,14,1.0352348644071823
8500,3,,1.9405121826317542,0,38,,
8500,0,146,,,,23,1.0064720430432734
8500,1,,,.0,7,49,1.0934946431931787
8500,2,,3.557664292745327,0,16,,
8500,1,139,,,,18,0.739310669761738
8500,3,,0.92773354140339,0,22,,
8500,0,,,20.0,7,51,1.2319134003222896
8500,3,,3.784798397526366,0,33,,
8500,2,,1.8609202223792178,0,53,,
8500,1,57,,,,1,1.1694553977701883
8500,3,,2.336222244164259,0,33,,
8500,0,73,,,,41,0.8641664760832563
8500,2,,0.5628076070966914,0,48,,
9000,1,119,,,,19,1.1227195798095708
9000,0,56,,,,24,0.902254342636887
9000,3,,0.4326547682301618,0,22,,
9000,2,,0.9884261242601394,0,16,,
9000,0,,,35.0,7,100,1.1114203298756475
9000,2,,0.46722465344336084,0,21,,
9000,1,89,,,,14,1.0352348644071823
9000,3,,1.9405121826317542,0,38,,
9000,0,146,,,,23,1.0064720430432734
9000,1,,,.0,7,49,1.0934946431931787
9000,2,,3.557664292745327,0,16,,
9000,1,139,,,,18,0.739310669761738
9000,3,,0.92773354140339,0,22,,
9000,0,,,20.0,7,51,1.2319134003222896
9000,3,,3.784798397526366,0,33,,
9000,2,,1.8609202223792178,0,53,,
9000,1,57,,,,1,1.1694553977701883
9000,3,,2.336222244164259,0,33,,
9000,0,73,,,,41,0.8641664760832563
9000,2,,0.5628076070966914,0,48,,
9500,1,119,,,,19,1.1227195798095708
9500,0,56,,,,24,0.902254342636887
9500,3,,0.4326547682301618,0,22,,
9500,2,,0.9884261242601394,0,16,,
9500,0,,,35.0,7,100,1.1114203298756475
9500,2,,0.46722465344336084,0,21,,
9500,1,89,,,,14,1.0352348644071823
9500,3,,1.9405121826317542,0,38,,
9500,0,146,,,,23,1.0064720430432734
9500,1,,,.0,7,49,1.0934946431931787
9500,2,,3.557664292745327,0,16,,
9500,1,139,,,,18,0.739310669761738
9500,3,,0.92773354140339,0,22,,
9500,0,,,20.0,7,51,1.2319134003222896
9500,3,,3.784798397526366,0,33,,
9500,2,,1.8609202223792178,0,53,,
9500,1,57,,,,1,1.1694553977701883
9500,3,,2.336222244164259,0,33,,
9500,0,73,,,,41,0.8641664760832563
9500,2,,0.5628076070966914,0,48,,
10000,1,119,,,,19,1.1227195798095708
10000,0,56,,,,24,0.902254342636887
10000,3,,0.4326547682301618,0,22,,
10000,2,,0.9884261242601394,0,16,,
10000,0,,,35.0,7,100,1.1114203298756475
10000,2,,0.46722465344336084,0,21,,
10000,1,89,,,,14,1.0352348644071823
10000,3,,1.9405121826317542,0,38,,
10000,0,146,,,,23,1.0064720430432734
10000,1,,,.0,7,49,1.0934946431931787
10000,2,,3.557664292745327,0,16,,
10000,1,139,,,,18,0.739310669761738
10000,3,,0.92773354140339,0,22,,
10000,0,,,20.0,7,51,1.2319134003222896
10000,3,,3.784798397526366,0,33,,
10000,2,,1.8609202223792178,0,53,,
10000,1,57,,,,1,1.1694553977701883
10000,3,,2.336222244164259,0,33,,
10000,0,73,,,,41,0.8641664760832563
10000,2,,0.5628076070966914,0,48,,
,,,,,,,
500,2,,1.9814529725018406,0,28,,
500,0,,,86.0,7,92,1.030505775290509
500,1,,,44.0,7,115,0.9608746466260382
500,0,59,,,,45,0.9476309695553156
500,3,,0.32398889667769093,0,46,,
500,2,,2.101166253622002,0,19,,
500,1,81,,,,137,1.288204800192255
500,3,,1.9087541484749464,0,47,,
1000,2,,1.9814529725018406,0,28,,
1000,0,,,86.0,7,92,1.030505775290509
1000,1,,,44.0,7,115,0.9608746466260382
1000,0,59,,,,45,0.9476309695553156
1000,3,,0.32398889667769093,0,46,,
1000,2,,2.101166253622002,0,19,,
1000,1,81,,,,137,1.288204800192255
1000,3,,1.9087541484749464,0,47,,
1500,2,,1.9814529725018406,0,28,,
1500,0,,,86.0,7,92,1.030505775290509
1500,1,,,44.0,7,115,0.9608746466260382
1500,0,59,,,,45,0.9476309695553156
1500,3,,0.32398889667769093,0,46,,
1500,2,,2.101166253622002,0,19,,
1500,1,81,,,,137,1.288204800192255
1500,3,,1.9087541484749464,0,47,,
2000,2,,1.9814529725018406,0,28,,
2000,0,,,86.0,7,92,1.030505775290509
2000,1,,,44.0,7,115,0.9608746466260382
2000,0,59,,,,45,0.9476309695553156
2000,3,,0.32398889667769093,0,46,,
2000,2,,2.101166253622002,0,19,,
2000,1,81,,,,137,1.288204800192255
2000,3,,1.9087541484749464,0,47,,
2500,2,,1.9814529725018406,0,28,,
2500,0,,,86.0,7,92,1.030505775290509
2500,1,,,44.0,7,115,0.9608746466260382
2500,0,59,,,,45,0.9476309695553156
2500,3,,0.32398889667769093,0,46,,
2500,2,,2.101166253622002,0,19,,
2500,1,81,,,,137,1.288204800192255
2500,3,,1.9087541484749464,0,47,,
3000,2,,1.9814529725018406,0,28,,
3000,0,,,86.0,7,92,1.030505775290509
3000,1,,,44.0,7,115,0.9608746466260382
3000,0,59,,,,45,0.9476309695553156
3000,3,,0.32398889667769093,0,46,,
3000,2,,2.101166253622002,0,19,,
3000,1,81,,,,137,1.288204800192255
3000,3,,1.9087541484749464,0,47,,
3500,2,,1.9814529725018406,0,28,,
3500,0,,,86.0,7,92,1.030505775290509
3500,1,,,44.0,7,115,0.9608746466260382
3500,0,59,,,,45,0.9476309695553156
3500,3,,0.32398889667769093,0,46,,
3500,2,,2.101166253622002,0,19,,
3500,1,81,,,,137,1.288204800192255
3500,3,,1.9087541484749464,0,47,,
4000,2,,1.9814529725018406,0,28,,
4000,0,,,86.0,7,92,1.030505775290509
4000,1,,,44.0,7,115,0.9608746466260382
4000,0,59,,,,45,0.9476309695553156
4000,3,,0.32398889667769093,0,46,,
4000,2,,2.101166253622002,0,19,,
4000,1,81,,,,137,1.288204800192255
4000,3,,1.9087541484749464,0,47,,
,,,,,,,
500,1,66,,,,80,1.3311527802826617
500,3,,2.5015824857120648,0,49,,
500,2,,0.9715737358758134,0,48,,
500,0,72,,,,165,1.1349053586459705
500,3,,2.792260314627688,0,50,,
500,0,,,50.0,7,63,0.8877749979872009
500,2,,1.0273228240391425,0,30,,
500,1,,,05.0,7,158,0.8088400908631485
500,0,,,64.0,7,3,0.8795578084389157
500,2,,2.7185395405432837,0,44,,
500,3,,0.17921380580462776,0,50,,
500,1,98,,,,137,1.089971354718525
500,2,,3.1001293145737048,0,41,,
500,2,,0.6481645764883629,0,28,,
500,1,,,4.0,7,1879,1.1528339184994683
500,3,,2.443741265309577,0,20,,
500,0,,,0.0,7,29,0.7899481179966039
500,1,,,7.0,7,296,1.0723016086953536
500,3,,0.6503248329552617,0,19,,
500,0,83,,,,1,1.1406174426137468
500,3,,1.5515595958969557,0,17,,
500,0,56,,,,99,0.6949345709335473
500,2,,0.8210538929700046,0,35,,
500,1,,,.0,7,7,1.0701207034672828
500,0,68,,,,13,0.8500389217732451
500,2,,0.18980038282127776,0,53,,
500,1,83,,,,5,1.2498892940935535
500,3,,0.33353413061319603,0,48,,
500,1,,,4.0,7,1,1.008787522719211
500,3,,0.6361397167044349,0,53,,
500,0,86,,,,239,0.9057975954885775
500,2,,1.0912337600745756,0,9,,
500,0,90,,,,33,0.8886479692942724
500,3,,2.8343773699651846,0,32,,
500,3,,0.06590490355010092,0,18,,
500,2,,2.0513696363707408,0,27,,
500,2,,0.35275415899827056,0,12,,
500,1,141,,,,146,0.9201352615311517
500,0,83,,,,59,0.8296953794304177
500,1,,,5.0,7,63,1.0369945962034606
1000,1,66,,,,80,1.3311527802826617
1000,3,,2.5015824857120648,0,49,,
1000,2,,0.9715737358758134,0,48,,
1000,0,72,,,,165,1.1349053586459705
1000,3,,2.792260314627688,0,50,,
1000,0,,,50.0,7,63,0.8877749979872009
1000,2,,1.0273228240391425,0,30,,
1000,1,,,05.0,7,158,0.8088400908631485
1000,0,,,64.0,7,3,0.8795578084389157
1000,2,,2.7185395405432837,0,44,,
1000,3,,0.17921380580462776,0,50,,
1000,1,98,,,,137,1.089971354718525
1000,2,,3.1001293145737048,0,41,,
1000,2,,0.6481645764883629,0,28,,
1000,1,,,4.0,7,1879,1.1528339184994683
1000,3,,2.443741265309577,0,20,,
1000,0,,,0.0,7,29,0.7899481179966039
1000,1,,,7.0,7,296,1.0723016086953536
1000,3,,0.6503248329552617,0,19,,
1000,0,83,,,,1,1.1406174426137468
1000,3,,1.5515595958969557,0,17,,
1000,0,56,,,,99,0.6949345709335473
1000,2,,0.8210538929700046,0,35,,
1000,1,,,.0,7,7,1.0701207034672828
1000,0,68,,,,13,0.8500389217732451
1000,2,,0.18980038282127776,0,53,,
1000,1,83,,,,5,1.2498892940935535
1000,3,,0.33353413061319603,0,48,,
1000,1,,,4.0,7,1,1.008787522719211
1000,3,,0.6361397167044349,0,53,,
1000,0,86,,,,239,0.9057975954885775
1000,2,,1.0912337600745756,0,9,,
1000,0,90,,,,33,0.8886479692942724
1000,3,,2.8343773699651846,0,32,,
1000,3,,0.06590490355010092,0,18,,
1000,2,,2.0513696363707408,0,27,,
1000,2,,0.35275415899827056,0,12,,
1000,1,141,,,,146,0.9201352615311517
1000,0,83,,,,59,0.8296953794304177
1000,1,,,5.0,7,63,1.0369945962034606
1500,1,66,,,,80,1.3311527802826617
1500,3,,2.5015824857120648,0,49,,
1500,2,,0.9715737358758134,0,48,,
1500,0,72,,,,165,1.1349053586459705
1500,3,,2.792260314627688,0,50,,
1500,0,,,50.0,7,63,0.8877749979872009
1500,2,,1.0273228240391425,0,30,,
1500,1,,,05.0,7,158,0.8088400908631485
1500,0,,,64.0,7,3,0.8795578084389157
1500,2,,2.7185395405432837,0,44,,
1500,3,,0.17921380580462776,0,50,,
1500,1,98,,,,137,1.089971354718525
1500,2,,3.1001293145737048,0,41,,
1500,2,,0.6481645764883629,0,28,,
1500,1,,,4.0,7,1879,1.1528339184994683
1500,3,,2.443741265309577,0,20,,
1500,0,,,0.0,7,29,0.7899481179966039
1500,1,,,7.0,7,296,1.0723016086953536
1500,3,,0.6503248329552617,0,19,,
1500,0,83,,,,1,1.1406174426137468
1500,3,,1.5515595958969557,0,17,,
1500,0,56,,,,99,0.6949345709335473
1500,2,,0.8210538929700046,0,35,,
1500,1,,,.0,7,7,1.0701207034672828
1500,0,68,,,,13,0.8500389217732451
1500,2,,0.18980038282127776,0,53,,
1500,1,83,,,,5,1.2498892940935535
1500,3,,0.33353413061319603,0,48,,
1500,1,,,4.0,7,1,1.008787522719211
1500,3,,0.6361397167044349,0,53,,
1500,0,86,,,,239,0.9057975954885775
1500,2,,1.0912337600745756,0,9,,
1500,0,90,,,,33,0.8886479692942724
1500,3,,2.8343773699651846,0,32,,
1500,3,,0.06590490355010092,0,18,,
1500,2,,2.0513696363707408,0,27,,
1500,2,,0.35275415899827056,0,12,,
1500,1,141,,,,146,0.9201352615311517
1500,0,83,,,,59,0.8296953794304177
1500,1,,,5.0,7,63,1.0369945962034606
2000,1,66,,,,80,1.3311527802826617
2000,3,,2.5015824857120648,0,49,,
2000,2,,0.9715737358758134,0,48,,
2000,0,72,,,,165,1.1349053586459705
2000,3,,2.792260314627688,0,50,,
2000,0,,,50.0,7,63,0.8877749979872009
2000,2,,1.0273228240391425,0,30,,
2000,1,,,05.0,7,158,0.8088400908631485
2000,0,,,64.0,7,3,0.8795578084389157
2000,2,,2.7185395405432837,0,44,,
2000,3,,0.17921380580462776,0,50,,
2000,1,98,,,,137,1.089971354718525
2000,2,,3.1001293145737048,0,41,,
2000,2,,0.6481645764883629,0,28,,
2000,1,,,4.0,7,1879,1.1528339184994683
2000,3,,2.443741265309577,0,20,,
2000,0,,,0.0,7,29,0.7899481179966039
2000,1,,,7.0,7,296,1.0723016086953536
2000,3,,0.6503248329552617,0,19,,
2000,0,83,,,,1,1.1406174426137468
2000,3,,1.5515595958969557,0,17,,
2000,0,56,,,,99,0.6949345709335473
2000,2,,0.8210538929700046,0,35,,
2000,1,,,.0,7,7,1.0701207034672828
2000,0,68,,,,13,0.8500389217732451
2000,2,,0.18980038282127776,0,53,,
2000,1,83,,,,5,1.2498892940935535
2000,3,,0.33353413061319603,0,48,,
2000,1,,,4.0,7,1,1.008787522719211
2000,3,,0.6361397167044349,0,53,,
2000,0,86,,,,239,0.9057975954885775
2000,2,,1.0912337600745756,0,9,,
2000,0,90,,,,33,0.8886479692942724
2000,3,,2.8343773699651846,0,32,,
2000,3,,0.06590490355010092,0,18,,
2000,2,,2.0513696363707408,0,27,,
2000,2,,0.35275415899827056,0,12,,
2000,1,141,,,,146,0.9201352615311517
2000,0,83,,,,59,0.8296953794304177
2000,1,,,5.0,7,63,1.0369945962034606
2500,1,66,,,,80,1.3311527802826617
2500,3,,2.5015824857120648,0,49,,
2500,2,,0.9715737358758134,0,48,,
2500,0,72,,,,165,1.1349053586459705
2500,3,,2.792260314627688,0,50,,
2500,0,,,50.0,7,63,0.8877749979872009
2500,2,,1.0273228240391425,0,30,,
2500,1,,,05.0,7,158,0.8088400908631485
2500,0,,,64.0,7,3,0.8795578084389157
2500,2,,2.7185395405432837,0,44,,
2500,3,,0.17921380580462776,0,50,,
2500,1,98,,,,137,1.089971354718525
2500,2,,3.1001293145737048,0,41,,
2500,2,,0.6481645764883629,0,28,,
2500,1,,,4.0,7,1879,1.1528339184994683
2500,3,,2.443741265309577,0,20,,
2500,0,,,0.0,7,29,0.7899481179966039
2500,1,,,7.0,7,296,1.0723016086953536
2500,3,,0.6503248329552617,0,19,,
2500,0,83,,,,1,1.1406174426137468
2500,3,,1.5515595958969557,0,17,,
2500,0,56,,,,99,0.6949345709335473
2500,2,,0.8210538929700046,0,35,,
2500,1,,,.0,7,7,1.0701207034672828
2500,0,68,,,,13,0.8500389217732451
2500,2,,0.18980038282127776,0,53,,
2500,1,83,,,,5,1.2498892940935535
2500,3,,0.33353413061319603,0,48,,
2500,1,,,4.0,7,1,1.008787522719211
2500,3,,0.6361397167044349,0,53,,
2500,0,86,,,,239,0.9057975954885775
